"CmasM_1","CmasM_2","CmasM_3","pEhEx_1","pEhEx_2","pEhEx_3"
45.323777487359,107.827342258261,128.663512990858,180.074280546577,446.157286823496,516.143166225274
66.0432186244375,317.746529846151,257.327025981717,363.200667543097,351.59134015982,41.8494459101574
700.576103447464,1282.45711324187,877.455236850447,1208.63415417703,1993.15918352671,2290.0946789725
707.050928802801,430.162269647316,388.982713693293,334.205656268648,337.042732980793,710.665590733598
94.5324501879203,108.974441643987,35.1580529684322,112.164912035368,69.1058841003785,54.2492817353892
58.273428198033,50.4723729719518,80.7887174593762,56.4639693239268,86.0792591425767,66.649117560621
27.1942664924154,14.9122920144403,23.9373977657411,19.0756653121374,14.5486071790271,87.5738405156997
60.8633583401678,143.387423215772,110.710464666553,137.34479024739,118.813625295388,34.0995485193875
15.5395808528088,21.7948883287974,23.1893540855617,28.9950112744489,25.4600625632973,70.5240662560059
27.1942664924154,27.5303852574282,22.4413104053823,26.7059314369924,14.5486071790271,11.6248460861548
366.475115112074,297.09874090308,428.629028742802,415.849503804596,284.910223922613,327.045669890489
22.0144062081458,28.6774846431544,19.4491356846646,25.9429048245069,23.0352947001262,12.3998358252318
11101.7355542608,11809.388176051,11774.9555697041,9589.71846571773,12492.4040310579,8328.03973612131
16.8345459238762,11.4709938572618,28.4256598468176,17.5496120871664,20.610526836955,13.9498153033858
25.899301421348,21.7948883287974,39.6463150495087,33.5731709493619,13.3362232474415,82.1489123421607
262.877909426682,326.92332493196,252.090720220461,296.054325644373,272.786384606757,132.523245382165
41.4388822741568,84.8853545437371,81.5367611395556,48.0706765865864,49.7077411950091,9.29987686892386
82.8777645483137,41.2955778861424,71.8121932972233,51.1227830365283,49.7077411950091,146.473060685551
196.834690802245,154.858417073034,153.348954436779,142.685976534788,121.238393158559,191.422465552016
15608.2140015754,13049.402612021,12776.5860574643,10673.9792820596,11927.433118939,7005.90724125597
1614.82144362105,1389.1373561144,1551.4425926921,1489.42794757169,2763.02298008355,4127.59535032404
5.1798602842696,6.88259631435706,12.71674256305,19.0756653121374,33.9467500843965,61.9991791261591
88.0576248325833,83.7382551580109,40.3943587296881,78.5917410860063,64.2563483740362,52.6993022572352
19.424476066011,20.6477889430712,10.4726115225117,25.1798782120214,10.9114553842703,20.1497332160017
20.7194411370784,5.73549692863088,16.456960963947,8.39329273734047,12.1238393158559,106.173594253547
0,112.415739801165,14.9608736035882,140.396896697332,361.290411612505,0
77.6979042640441,72.2672613007491,54.6071886530969,60.2791023863543,63.0439644424506,30.2245998240025
38.848952132022,28.6774846431544,19.4491356846646,35.0992241743329,31.5219822212253,10.8498563470778
143.741122888482,153.711317687308,133.899818752114,166.339801521838,129.725080679658,166.622793901552
529.640714066567,517.341822962506,794.422388350533,698.932377036716,1012.34058287397,2136.64671063526
159.28070374129,98.6505471724512,118.190901468347,94.6152999482017,95.7783305952614,34.8745382584645
9.06475549747181,10.3238944715356,15.7089172837676,6.10421289988398,4.84953572634235,49.5993433009272
24.6043363502806,42.4426772718685,35.9060966486117,21.3647451495939,35.159134015982,1.54997947815398
85.4676946904485,47.0310748147732,104.726115225117,54.1748894864703,48.4953572634235,237.146860157558
416.978752883703,252.361864859759,261.815288062793,262.481154695011,255.813009564559,432.444274404959
14.2446157817414,11.4709938572618,39.6463150495087,20.6017185371084,42.4334376054956,86.7988507766227
11.6546856396066,9.17679508580941,20.1971793648441,4.57815967491299,2.42476786317118,44.9494048664653
532.230644208702,566.667096548731,583.474070539939,590.582598063775,598.91766220328,935.412615065925
6.47482535533701,0,5.23630576125587,16.7865854746809,19.3981429053694,17.0497742596937
440.288124162916,780.0275822938,673.239312161469,680.619738337064,789.261939462218,253.421644678175
28.4892315634828,14.9122920144403,41.1424024098675,19.0756653121374,23.0352947001262,230.946942244942
51.798602842696,80.2969570008324,187.758963725032,80.1177943109772,109.114553842703,55.0242714744662
1796.11655357049,2543.11933815493,3102.13714170401,1172.77190339021,2201.68921975943,30.2245998240025
22.0144062081458,26.3832858717021,22.4413104053823,43.4925169116734,36.3715179475676,3.87494869538494
102.302240614325,114.709938572618,63.5837128152498,87.7480604358322,56.9820447845226,27.8996306067716
7.76979042640441,3.44129815717853,17.9530483243058,8.39329273734047,4.84953572634235,171.272732336014
2286.90831550503,1974.15804283475,1303.84013455271,1824.39663045282,2315.65330932847,2056.04777777125
27.1942664924154,22.9419877145235,15.7089172837676,26.7059314369924,16.9733750421982,20.1497332160017
7098.99851959149,9931.58648161724,8903.96392517551,9241.77833042435,12968.870916171,3993.52212546372
9.06475549747181,18.3535901716188,14.2128299234088,9.15631934982597,19.3981429053694,2.32496921723096
189.064900375841,637.787258463754,258.075069661896,418.138583642053,254.600625632973,32.5495690412335
7514.68230740413,3651.21734476642,10628.204607989,4829.9584570332,3023.68552537446,23712.3610465386
7.76979042640441,5.73549692863088,15.7089172837676,9.15631934982597,1.21238393158559,37.9744972147724
639.712745107296,650.405351706742,543.827755490431,646.283540775216,541.935617418758,334.020577542182
24.6043363502806,14.9122920144403,20.1971793648441,25.9429048245069,25.4600625632973,27.8996306067716
44.0288124162916,33.2658821860591,43.3865334504058,53.4118628739848,47.2829733318379,80.5989328640068
202.014551086515,135.357727515689,130.159600351217,127.425444285078,150.335607516613,309.220905891718
199.42462094438,203.036591273533,258.075069661896,179.311253934092,158.822295037712,420.819428318805
14.2446157817414,3.44129815717853,10.4726115225117,9.91934596231147,3.63715179475676,20.1497332160017
28.4892315634828,13.7651926287141,20.9452230450235,16.7865854746809,10.9114553842703,51.9243125181582
266.762804639885,817.881862022764,846.785445963092,1004.14302203091,1516.69229841357,2589.24071825622
159.28070374129,285.627747045818,270.043768544767,257.902995020098,323.706509733352,29.4496100849256
32.374126776685,34.4129815717853,53.1111012927381,41.2034370742169,9.6990714526847,91.4487892110846
139.856227675279,214.507585130795,133.899818752114,173.207041034208,107.902169911117,41.8494459101574
170.935389380897,139.946125058594,142.128299234088,173.207041034208,143.061303927099,89.1238199938536
398.84924188876,290.216144588723,268.547681184408,273.926553882294,281.273072127856,609.141934914513
27.1942664924154,27.5303852574282,20.9452230450235,27.4689580494779,24.2476786317118,15.4997947815398
2079.71390413425,1533.6718787159,1137.77443755288,1472.64136209701,1857.37218318912,1016.01154792993
736.835125437351,750.20299826492,589.458419981375,598.21286418863,363.715179475676,299.921029022794
142.446157817414,568.961295320184,445.085989706749,141.159923309817,427.971527849712,4.64993843446193
274.532595066289,269.568355645652,174.294177481802,193.045732958831,150.335607516613,20.1497332160017
